,reviews,Prediksi
0,"mantapp,,,ditingkatkan lagi kualitas untuk pembayaran cod jangan gede gede biaya cod nya ...sama voucher untuk klaim jangan ada waktu nya...harus nya di undi aja",netral
1,entah kenapa lazada dihp saya kalo dibuka aplikasinya selalu ngelag. tiba2 jadi banyak notifikasi juga.,negatif
2,"aplikasi penipuan duit pembeli gak dikembalikan dibikin ribet kapok pake aplikasi ini, chat cs juga yang bales bot semua gak ada tindakan penyelesaian mending pindah si ijo apa Oren sekarang",negatif
3,ini lazada makin kesini makin mahallllll ongkirnya jadi males belanja di lazada tolong geratisin lagi ongkirnya biar banyak lagi peminat lazada !!!,netral
4,"ongkir terlalu mahal ke panai hulu,tidak seperti shoopee, shoopeeee banyak voucher oongkir nya murah lazada pengiriman lama, ongkir mahal ke panai hulu, labuhan batu, sumut tolong di kurangi ongkirny",netral
5,"belanja tanpa ribet, barang datang sendiri",positif
6,"Tolong, nomor Kurir nya disesuaikan sama Watsap ya,biar mudah hubungi nya. dan tolong ekspedisi nya, kalo bisa dipercepat, masa udah di Tanggerang ke Jambi,sampai nya lama banget",netral
7,semakin banyak ulasan boot yg ga nyambung sama barang yg mau d beli ga kaya shoope 100% ORI pembeli,positif
8,"maaf ya saya kasih bintang 1, sebelumnya saya belanja disini amanÂ² aja sampai suatu kejadian menimpa saya. saya tidak memesan suatu barang, tiba-tiba barang tersebut datang ke rumah saya.. paket nya cod dan harganya 50.000. saya suruh harus bayar, padahal saya engga pesan. kejadiannya baru siang ini, jam setengah 3 sore, dan saat saya liat paket tersebut ternyata dari apk lazada ini. tolong untuk pihak lazada untuk segera di blacklist buat penjualÂ² dan kurir nakal seperti ituðŸ™",negatif
9,gapapa pengiriman lama tp tolong gratis ongkirnya jgn mahal2 masak pembelian min 50ribu,netral
10,"makin lama makin g ngotak...ongkir mahal,promoÂ² voucher jg banyak yg pilihÂ² produk tertentu.proses penjemputan dan pengiriman lamaaaaa.",positif
11,pihak lazada kurang bertanggung jawab saldo yang refund saya tarik ke rekening sudah 1 minggu belom di proses tolong tanggu jawabnya lazada,negatif
12,bagus murah tetap pertahankan dengan kwalits yg lebih bagus,positif
13,tolong di buka kembali LAZBON yg di BEKUKAN. padahal cicilan tepat waktu sebelum jatuh tempo selalu bayar giliran udah lunas ga bisa ngambil lagi. Karena di BEKUKAN.,negatif
14,"entah siapa yang salah disini sudah seminggu saya transfer dari lazada saldo ke rekening pribadi belum juga masuk, hanya transfer loh bukan mengajukan pinjaman. Di apk olshop sebelah ga sampe 10 detik sudah masuk.. knpa lazada seperti ini hihi aneh",negatif
15,"saya mengalami penipuan di salah satu toko platform lazada, saya sudah mencoba melaporkan toko tapi tidak ada tanggapan dari lazada. sangat mengecewakan. ini salah satu alasan lazada mulai ditinggalkan.",positif
16,sangat membantu dengan mudah dan barang nya datang sesuai yg saya beli,positif
17,"suka sekali belanja online seperti sekarang, bisa hemat tenaga",positif
18,"puas belanja di lazada, karena klu barang yg di kirim tidak sesuai dengan deskripsi atau video atau gambar makan bisa di return atau di kembalikan dan uang bisa kembali lagi.",positif
19,lazada sekarang udah ga asik dan ongkirnya ga nanggung-nanggung dibikin bergidik sama ongkirnyaðŸ˜¨,netral
20,berbelanja jadi lebih simpel banyak potongan harga,positif
21,"lazada nih sebenernya bagus banget ga berat di hp, tampilan layar beranda sederhana dan ga bikin pusing kya di sebelah, tapi sayangnya tokoÂ², kurir, dan ekspedisi di lazada ga amanah. masa kurir nya males nganter ke rumah, di ket pengiriman udh di terima dan ada bukti gambar kakekÂ² entah siapa, pdhl sya blum nerima apa apa, coba deh ganti ekspedisi ke jnt atau yg lain pasti pada amanah",netral
22,Kami mohon kepada fihak Lazada untuk lebih ketat mengawasi toko toko yang nekad melakukan penipuan...terutama yang menjual pakaian baik celana /baju maupun elelektronik seperti hp...beberapa kali saya menjadi korbannya...barang tidak sesuai pesanan,netral
23,mengapa jadi berat bgt aplikasi nya...jd susah buka menu...,netral
24,"apk jelek, kikir, ongkirpun adayg ngasih sampe 1 juta, ga ngotak mending pake shoppe",negatif
25,"alangkah baiknya ada fitur komentar di detail jasa pengiriman, biar kurir gak buat status palsu.",netral
26,"bintang 1 ajah skrng ongkir nyah mahal parah bgt lazada,sayah unintal ajah.hargga murah ongkos 19rb sama ajah gak ada diskon,masa kalah shopi bos,beda nyah ampe 30rb.lazada parah.",netral
27,kenapa penarikan saldo saya ke rekening sampai sekarang belum keterima juga ya padahal dari tanggal 27 maret.,negatif
28,"iklan nya kenceng bet ni apk belanja, mana pernah ketipu lagi disini",negatif
29,"biasa suka bolak balik belanja di lazada karena gratis ongkir,sekarang gratis ongkirnya minimum belanja gede banget,terpaksa pake apk sebelah (tt) dulu karena di sana juga lengkap yang penting gratis ongkir.",netral
30,"lazada sekarang pelit banget gratis ongkirnya, udah gratis ongkirnya dikit minimal belanja harus 45K disaat flatform sebelah gratis ongkir minimal belanja 0 rupiah... harga juga banyak yang gak ngotak mahalnya meski bisa tuker koin tapi harga dibikin 2-5 kali lipat harga biasa, ngumpulin koinpun jadi males karena capek doang ngumpulinnya tuker koin gak seberapa. ditambah lagi kalo mau hubungi CS susah banget mau komplain pun susah.",netral
31,Kalau Bisa Lazada Seperti Aplikasi Sebelah Bukak Baru Bayar.. Tujuanya Untuk Memberantas Penjual Yang Penipu. Pelanggan Lazada Bisa Bubar Sepi Pembeli,netral
32,"belanja online semakin mudah, sukses terus Lazada sukses reseller serta kurir terpercaya",positif
33,logo apknya GK bagus lagi kok pinkkk pink kan cewek njirrrr ganti lah logonya sama warna biru kyk dulu,positif
34,bagus sih cepat jg tp kemarin sempat kecewa karena datang nya telat banget,positif
35,"penarikan tunai sangat sangat mengecewakan sudah 2 minggu tapi belum juga di proses masih dalam status tertunda padahal SUDAH 2 MINGGU , saya juga sudah menghubungi CS tetapi jawabannya sangat tidak nyambung",negatif
36,"kebanyakan ga sesuai dengan iklan, jauh dengan sopie",negatif
37,proses cepat pokonya mantap,positif
38,promo gratis ongkir dan voucher ga seperti dulu males belanja di lazada..!!!,netral
39,"aku suka sama lazada sering belanja juga ,, tapi makin sini makin kurang bnget apalagi ongkir yang slalu naik terus dan kurang lengkap juga barang nya banyak toko yng kurang amanah juga,, kalo untuk pengiriman lazada cepet banget suka mudah""an lazada kedepan nya bisa lebih baik lagi",positif
40,"VOUCHER GRATIS ONGKIR NYA NGGAK KAYA DULU SEKARANG LEBIH MURAH GRATIS ONGKIR DI SHOPEE, SEKARANG LAZADA SANGAT JELEK. TOLONG KEMBALIKAN LAZADA SEPERTI DULU!.",netral
41,penarikan saldo lazada ke rekening sangat lama sedangkan duit sedang di butuhkan,negatif
42,"Bohong.. pengiriman dijamin 3 hari sampai nyatanya sampai seminggu lebih paket gak mau terkirim hanya di kemas. Apk lazada promonya tdk mau di respon sama toko penjualnya pilih pilih klw belinya pakai voucher promo dari apk ini pasti penjual gak mau mengirimi barangnya. ( kenapa penjual tdk mau dagangannya terkirim kalau belinya memakai pembelian pertama kali,, hanya di kemas dan janji janji tgl pengiriman saja,, nyatanya Hoax. Mohon di tanggapi ini kasus penting bagi kami para konsumen ) Mks",negatif
43,sekarang seler2 lazada pada lemot barang diproses nyampe 3-4 hari dulu mah cepet dan pengiriman juga cepet kecewa sama lazada,positif
44,walaupun akhir2 ini agak telat sampenya tp sy suka selain murah jg banyak diskonnya....,positif
45,"yaampun lazada kenapa ya makin kesini makin gak jelas,aku udah tarik saldo lazada dari tanggal 28 Maret kenapa sampai sekarang tanggal 14 april belum juga cair,gimana lah nasib uang akuðŸ˜­",negatif
46,saya memohon kepada pihak lazada untuk memutus kerja sama kepada j&t. karna terkait pengiriman yang sangat lama. dan j&t juga sering meremehkan pengiriman pelanggan. kalo gk putus kontrak. saya yakin lamaÂ² lajada akan sepi pembeli.,negatif
47,bossku dulu sy banyak sekali order hp mohon maaf Skrang yah prnh LG gara gara modal sy tipis sekarang izin bersama yah siapa taw nanti punya modal sy alger aktif LG kembali order mohon izin kadan sy sekarang,netral
48,Udah Sering mesan Paket dari Lazada.Produk nya ada sesuai pesanan ada juga ga sesuai pesanan.,positif
49,iklan nya maksa banget kalo buka aplikasi lain pasti maksa iklannya.tolong lah iklannya dikurangi.,negatif
50,NARIK SALDO SENDIRI SAJA HARUS NUNGGU SAMPAI 3 HARI DAN DANA BELUM JUGA MASUK KE REKENING. BENER-BENER TIDAK RECOMEN DAN MENGECEWAKAN. dari tgl 8 april sampia 14 april dana belum juga masuk ke rekening SANGAT BURUK DAN LELET SEKALI.,negatif
51,"Aplikasi lazada skrg udah tidak tepat waktu pengriminannya biasanya sblum tanggal trima udah datang paketnya, tapi skrg udah 3 hari lewat tanggal tapi blum datang juga paketnya saya, nyesal saya belanja di lazada bagus belanja aplikasi sebelah lagi.. dari dulu saya pelanggan setia lazada tapi skrg saya udah gk mau lagi belanja di lazada bikin kapok. trpaksa saya kasih bintang 1.",positif
52,"mantap banget loading produk atau kunjungi tokonya. di update bukannya makin ringan, malah masih beban. app belanja onlen lainnya ga gini2 banget perasaan.",positif
53,sangat bermanfaat untuk menghemat waktu dan bayak pilihan nya,positif
54,tolong perbaiki lagi soalnya kalo udah beli satu barang jadi mahal semua,netral
55,"dia antara online shop yg ada lazada ongkirnya paling mahal..!Â¡!ðŸ˜ dan para sellernya banyak yg lelet dlm proses ...resfon terhadap konsunen jelek...pengiriman lama ..,!!!ðŸ¤¦ðŸ¤¦",positif
56,jelek karena saya sering dikira robot padahal bukan tolong di perbaiki mulai sekarang juga saya akan memberi bintang Lima jika sudah diperbaikiðŸ˜¤ðŸ˜¤,netral
57,"lazada binatang semua isinya, saldo saya di tahan di aplikasi sudah seminggu lebih saat ssya melaporkan masalah, si suru tunggu mulu dan akan si proses tapj suda saya tunggu seminggu lebih saya tidak dapat hasil apa apa, saldo saya tertahan di aplikasi lazada miskin ini",positif
58,"Lazada turunkan ongkirmu jika konsumen ingin tetap setia padamu.Masa saya mau beli pagar jaring harga 100rb lebih ongkir 2 juta lebih,pengiriman dari Jawa ke Sumatera.Saya merasa diperas hampir saja saya membongkar apk Lazada niat tak mau lagi belanja diLazada,tapi karena saya teringat ada juga kebaikan Lazada pada belanja saya yang sudah2 akhirnya saya urungkan niat tidak pakai Lazada untuk belanja.",positif
59,live Chet terlalu sulit memahami customer dan proses pengembalian dana dan pengiriman lama,negatif
60,"belanja di lazada menyenangkan, banyak discount nya",positif
61,sering sering ada diskon geratis,positif
62,aplikasi apaan ini dasar aplikasi penipu.... voucher refund saya tetap tidak bisa digunakan berulang kali dan kode voucher tidak bisa disalin bahkan saya tanya ke cs jawabannya malah gak nyambung... Tuhh contoh aplikasi sebelah yg ngasih kemudahan kpd pelanggan. Jadi males aja blnja di lazada lagi,netral
63,"aplikasi lemot saat cari produk GK pernah muncul padahal jaringan bagus sudah 3 hari sejak download lagi. notifikasi aplikasi lancar keluar terus, tapi aplikasi GK bisa di gunakan",netral
64,belanja lebih nyaman mudah dalam pencarian sesuai yg diinginkan,positif
65,"makin kesini ongkirnya mencekik, biasanya minimal belanja 20rb udah diskon ongkir 10rb, ini harus di atas 50rb baru dapat gratis ongkir 10rb, tolong dong di perbaiki lagi, tadinya q seneng belanja di lazada karna banyak diskon ongkir, tp makin kesini kok males karna ongkir tambah naik, diskon ongkirnya juga makin dikit",netral
66,"Kok paket Bajunya ga Datang, dan kalo pesan baju,atau yang lainnya itu susah di beli.",negatif
67,"ini gimana sih. SUDAH KU BILANG BERBERAPA KALI LAZADA, TOLONG PERBAIKI VOUCHER GRATIS ONGKIR NYA! MASA SAYA HARUS BELANJA MIMINAL 60 RIBU ONGKIR 10 RIBU..... LAMA KELAMAAN SAYA HAPUS AJA DEH NIH APLIKASI NYA!",netral
68,bismillahirrahmanirrahim semoga pesananya bagus dan memuaskan dan amanah. salam sholawat,positif
69,"Saya Ronald awalnya sangat percaya dan banyak membeli di lazada namun belakangan ini saya sering tertipu dgn membeli barang di lazada maka kepercayaan saya sangat drastis turun. Barang yg saya beli tdk sama dgn yg dikirimkan ke saya, kecewa benar. Dengan adanya kasus seperti ini, maka saya berharap agar lazada introspeksi dan sebaiknya memvalidasi semua produk yg dijual melalui lazada agar terhindar dari penipuan jualan on line, terima kasih",positif
70,makin kesini makin lelet pengiriman nyaa tolong di perbaiki lagi para seller nya kasih peringatan yg tegas sama seller nya kalau masih gini trus makin sepi dah yg belanja di sini,netral
71,"gratis ongkirnya makin kesini makin kecil cuman 20rb dan minimal pembelian harus 115 yang benar aja, gratis ongkirnya di rubah lagi kayak dulu dong",netral
72,"BEDA DENGAN APLIKASI YANG LAINN INI BARANG NYA LAMA BANGET KALAU ANTER,SAYA KALAU DI APLIKASI LAIN CEPET BANGET!!!",positif
73,"kenapa sekarang lazada gak gratis ongkir sih dulu mah pembelian 20 rb aja udah gratis ongkir sekarang mah beli 3 produk aja masih ada ongkir nya males banget , pindah haluan dah nyobain shopee",netral
74,"ongkirnya mahal banget, ga ada voucher potongan harga.",netral
75,belanja lebih mudah dan murah,positif
76,Lazada tempat meraih impian menjadi kenyataan. Lazada pilihan orang bijak memilih produk.,positif
77,biaya pengiriman terlalu mahal dan tdk ada opsi jasa pengiriman lain. Aplikasi tolol,netral
78,"gila ya lazada sekarang gratis ongkir nya mesti minimal beli 60rb itupun gratisnya cuma 10rb, makin kesini jadi makin mahal aja",netral
79,aku belanja buat jualan..sdh lama berlangganan..dari akun lama yg di bajak..sampe di akun baru..yg saya butuhkan cuma kebijakan ongkir..dan tanpa minimal jumlah belanja..20rb sampe 50rb minimal belanja bisa membantu pebelian tanpa henti..tapi 100rb ke atas untuk minimal pembelian..lebih memilih berhenti belanja,netral
80,barusan mau belanja di lazada..eh knp skrng udah naik ya harus belanja 60 rbu baru gratis ongkir malah skrng biaya penangan an nya mahal.. biasanya beli 30 rbu udah gratis ongkir..sya nyaman loh jadi ga nyaman skrng..,positif
81,"suka belanja di lazada ,ulasanya banyak yg jujur ,tapi pleas balikin lagi full gratis ongkirnya dong biar bisa sering belanja lagi .",positif
82,"kemudahan berbelanja, responsif, pengiriman cepat, banyak voucher",positif
83,"gratis ongkir???? pas di klik Total, ada biaya pengiriman, hahahaha trik marketing yang menyesatkan pembeli....",netral
84,"paket saya dikirim dari tgl 26 Maret 2025, tiba"" gagal kirim di tgl 5 April 2025. sampai skrng tgl 14 April 2025. masih belum update di aplikasi dan tidak ada kejelasan dari CS lazada. lambat penyelesaian masalahnya. 3 hari 3 hari Mulu. ini udh mau sebulan dari barang dikirim",negatif
85,"sinyal banyak loadingnya berat, padahal enternet 22,50 kb perdetik buka produk muter muter doang, apalagi buka video lazada buka game lazada, buka lazpanen, bikin jengkel lemotnya minta ampun.",netral
86,"semoga dapat gratis ongkir, belanja murah2",positif
87,"Tante yah bagus mudah mudahan sesuiy,",positif
88,"kenapa makin lama minimal gratis ongkirnya makin banyak ya? jadi kalo belanja nominal sedikit gk bisa gratis ongkir, tolong dong dibikin kya biasanya aja kemarin minimal belanja 65ribu sekarang udah minimal 70ribu",netral
89,"ongkir mulai mahal, gratis ongkir klo belanja 60rb, waktunya ke toko aja, bye bye BEOL (BELANJA ONLINE)",netral
90,"barang ori lbh murah dri platform lain, minus di pengiriman aja lama",positif
91,gratis ongkir cuma 10 rbu itu aja harus belanja min 50rb gratis ongkir.a kmna ini min? kecewa banget,netral
92,"sekarang udah gaada gratis ongkir lagii payah, belanja pun kepotong poin nya banyak tapi masih pake ongkir!!! lazada sekarang tidak semurah dulu belanja 50 rb aja masih kena ongkir banyak. tolong perbaiki seperti dulu lagi supaya pengguna nya juga nyaman belanja di apk ini",netral
93,lama lama aplikasinya GK jelas mengecewakan untuk paylater nya. padahal menggunakan aplikasi ini sudah cukup lama tapi belakangan ini paylater sering dibekukan padahal pembayaran tidak pernah telat. kalo MMG tidak niat kasih paylater GK usah dikasih dari awal. padahal sering belanja COD dibandingin pakai paylater tapi tetap aja bikin kecewa.ðŸ˜¡,negatif
94,saat aku ingin beli yang murah pas ku kembali dulu hihat yang lain terus kembali lagi harganya udah naik,positif
95,"Akun LAZADA saya Semakin lama semakin mahal karena harus belanja minimal 85rb dulu baru dapat free ongkir 10rb, Lucky egg nya juga harus belanja minimal 120rb baru dapat potongan 8rb, padahal dulu belanja minimal 5rb atau 10rb sudah free ongkir, terpaksa harus pindah e-commerce lain biar bisa belanja murah tapi free ongkir",netral
96,ongkir nya mahal banget diskon nya juga dikit,netral
97,pengiriman tepat waktu barang yg dikirim sesuai pesanan pelanggan senang belanja dilazada terima kasih,positif
98,Alhamdulillah g pernah kecewa belanja di lazada,positif
99,"jelek, kadang barang yang di pesan tidak sesuai di gambarnya!!!!",netral
100,"Terimakasih lazada, tetap semangat & sukses selalu~",positif
101,"selama pemesanan slalu tepat dan jls,ok mantap buat lazada.",positif
102,game nya seruuu tapi tolong dong itu saya udh menangin lazpanen gula tapi stokkk kosongggggg terussss lama2 waktunya habisss capek2 saya ngumpulinnnn.. ntr saya ubah bintangnya kalau gula saya udh bisa dikirim masa iya 10 hari habis trs,negatif
103,Jelek bngt sekarang kasian Lazada sepi karena gimana gk sepi. Tidak niat kasih voucher diskon Karena di buat chekout gk bisa. bahkan gratis ongkir Mlah 90minimal blja wauu jelek dehh pokonya . Pada lari ke toko oren dan hijau karena Lazada pelit voucher wkwkwkwk.. Auto uninstall,negatif
104,lazada makin kesini makin jelek padahal dulu sering bngt beli diblazada,negatif
105,Jelek bngt sekarang kasian Lazada sepi karena gimana gk sepi. Tidak niat kasih voucher. Karena di buat chekout gk bisa. Pada lari ke toko oren dan hijau karena Lazada pelit voucher wkwkwkwk.. Auto uninstall,negatif
106,"tolong donk buat lajada bikin iklan nya jangan di mana mana soal nya ribet banget lama""bikin ilfil banget",negatif
107,saya senang belanja di lazada semoga lebih maju,positif
108,sangat membantu dlm urusan belanja,positif
109,Alhamdulillah harga nya lebih murah dari aplikasi Laen,positif
110,"kapok belanja di apl ini banyak toko penipu, coba selidiki toko. tianti2547shop, suruh balikin uang saya 1jt lebih, menghubungi lazada susah kebanyakan jawaban oleh sistem komputerisasi. saya udah lapor di apl nya ga ada respon kbr baik ke saya",positif
111,"minta notifikasi buat login aja susah minta ampun, no yang dikirim salah terus gak nyambung jika minta notifikasi lewat wa gak guna mending lazada hapusdeh soalnya gak guna banget minta notifikasi lewat wa",netral
112,bagus pesaan bisa jadi lebih murah,positif
113,seneng belanja d lazada..hemat waktu.. ga capek..diam di rumah...kurir yg kirim...,positif
114,"jelekkk,masa gw narik saldo ga masukÂ² ke reekening",negatif
115,sangat mudah dan praktis,positif
116,pengiriman cepat dan barang sesuai,positif
117,susah pengembalian dananya.. padahal sudah sesuai prosedur tapi masih saja ribet dan lama.,positif
118,lazada sekarang banyak penjual yang nipu.. sudah tidak nuaman belanja di lazada..,netral
119,"biasanya saya suka belnja di lazada, dri pakaiyan,bunga hias bunga hidup, sampe dompet jg tas, semua buat di jual lg, sekali order byk, tp byk kecawa krna yg dtng ga sesuai dngn yg di gambar, jadi sering rugi, bru mencoba lg ini order baru 3x semoga kedepanya ga ada kekecewan lg ya",positif
120,"saya termasuk yang sangat sering belanja di aplikasi ini tapi belakangan ini sangat malas, gimana cara nya belanja setiap baru buka aplikasi pasti yang keluar wanita telanjang sangat mengganggu keyamanan..,,",netral
121,"senang belanja dsini,tapi tolong seleksi toko yg ngejual produk jelek",positif
122,terlalu bAnyak iklan,negatif
123,"Saya berlangganan di Lazada sudah lama,tapi masih ada saja toko yang nakal.. Ok...Lazada semoga sukses selalu...goood...ðŸ‘",positif
124,"Bintang 1 aja...Lazada yg sekarang gak spt lazada yg dulu..parah, padahal aq pengguna Lazada dah lama...token listrik gak ada, paylatter perbaikan dari bln okt/nop 2023 dan entah smp kapan bisa dipake lagi, mungkin mau cerai lazada dan aku laku...dan yg jelas buka aplikasinya lelet pake banget loading lama....padahal buka toped dan yg lain langsung jreng bisa banget...",negatif
125,sesuai dengan keadaan di aplikasi bgus sekali,positif
126,Kenapa sekarang pembayaran tidak bisa cod...,netral
127,"selamat mencoba belanja online,, semoga kedepannya makin puas belanja di sini",positif
128,"lazada kenapa jadi mahal begini,mending beli offline sendiri murah dan tanpa menunggu,sekalinya buka lazada ongkos kirimnya mahal/jauh lebih mahal dari harga barang (gila sih),pasti pada kabur ke aplikasi yang lain.",netral
129,lebih di tingkatkan lagi pelayanan.... ini sudah bagus.kereeeen......ðŸ«°ðŸ‘,positif
130,"setiap pesanan yang pakai dompet digital dan paket tersebut tidak kunjung datang, mencoba chat dengan lazada tidak pernah menemukan jawaban",negatif
131,pelayanan baik sukses terus ya terapkan terus ya kalo lebih baik lagi,positif
132,pesan di lazada beli 2 yang di kirim 1 gimana gak ngecewa kan pas di retur lama lagi,negatif
133,jangan lama lama ngirim barang nya karna yang pesan sudah pasti nunggu nunggu,negatif
134,bila layanan memuaskan ...kami sebagai customer akan selalu senang berbelanja dilazada....sebagai member baru...sangat senang bila sering dapat diskon.,positif
135,iklan nya tolong di benarin dong yaa ganggu banget,negatif
136,Ramah pembeli Ramah pembayaran melalui banyak cara harga jaminan kualitas di coba penjual sebelum dikemas masih banyak yang kamu bisa tahu dan rasakan kerendahatian Lazada ID MY dan juga PH cabangnya luas dan ada dimana mana,positif
137,"Sangat baik dgn produk baru dan yg paling utama, hrga trjngkau dgn kualitas trprcaya amanah jg baik buat partner usaha kecil",positif
138,sekarang lazada voucer gratis ongkir tanpa minimal pembelian itu udah gak ada jadi kita mau beli barang yang harga nya murah ragu karna ongkir nya lebih mahal kembalikan lagi voucer gratis ongkir tanpa minimal pembelian,netral
139,"sering gratis ongkir dan semua pembayaran bisa cod, terimakasih lazada",netral
140,"Aplikasi belanja online yg cukup bisa dipercaya, dengan pelayanan yang baik.",positif
141,"jualan di volume gak masuk akal ya kalo lazada pake JNE.. expedisi paling rakus masih aja dipake oleh lazada.. mau ganti j&t selalu dipersulit, kurang waras sih kirim bantal 2 kg kena selisih ongkir 380 ribu.. kocak!",negatif
142,Belanja mudah tidak ribet,positif
143,"banyak yg berhasil pesanan saya,namun banyak jg yg kecewa apalagi barang yg bener2 saya harapkan, saya mohon kepada lazada tingkatkan selalu pelayanan pesanan pengiriman ,kurir yg baik ,tolong sama ratakan pelayanan. kepada pembeli yg menggunakan pembayaran COD/ bayar d tempat,karna sepertinya untuk yg cod d no 3 kan terimakasih",positif
144,tolong dong dilengkapi maps supaya paket nya keliatan di perjalanan,netral
145,mengapa di tepat saya suka ga nyampe rumah malah di titip di warung dan jarang nya juga 1 jam dari rumah ke warung nya,positif
146,tolong ongkir nyah jangan mahal2. aku langganan dari pas ongkir cuman 7500 trus 9000 naik lagi jadi 12rb. sekarang makin parah naik jdi 29rb..mahaln ongkir di banding harga produk nyh.,netral
147,lazada mntf.....cuma tolong basmi oknum2 pelapak nya gan.....biar ga bnyk penipuan dlm brjualn,netral
148,"tolong dong Lazada ongkir nya jangan mahalÂ² dlu langganan sering belanja di Lazada sekarang jarang banget belanja di Lazada setiap mau belanja nunggu gratis ongkir sampai sekarang masih mahal benget ongkir nya, klo pilih kurir mending kurir Lazada nya klo ninjavan lama banget jam 6 pagi konfirmasi jam 5 sore baru di kirim",netral
149,2 kali pesanan ga pernah di antar setatusnya cuma di kirim doang,netral
150,"gabisa checkout akun genshin, kecewa ga kayak itemku 1.gabisa checkout akun genshin di lazada ga kayak itemku. 2.alasannya karna alamat ga jelas soalnya yang dikirim itu bukan barang melainkan akun game. 3.produk nya ada( akun genshin starter) tapi gabisa di checkout padahal stock masih ada kecewa",negatif
151,"jika belanja disini jgn sampai gagal,Krn tidak ada pengembalian dana walaupun sudah ada pengembalian dana di saldo lazada tapi tidak dapat dicairkan ini modus penipuan yg merugikan",negatif
152,berbelanja lebih mudah dan praktis,positif
153,selalu tepar waktu dan harga trjangkau,positif
154,plss lah jangan tampilkan iklan lazada di setiap aplikasiðŸ˜¡,negatif
155,mantap menggunakan aplikasi lazada sangat membantu banget dalam berbelanja,positif
156,cukup baik untuk pelayanan dan tokonya amanah,positif
157,"belanja dlazada sekarang mahal2, menghabiskan koin",positif
158,"jangan mau belanja di lazada guys , kalian jangan mau di tipuin , kalo kalian masik gak percaya jugak silahkan saja di coba",positif
159,"gara gara tolak paket cod karena gak sengaja kecekout langsung gak bisa di batalin sekarang malah gak bisa pembayaran COD ,aneh lazada padahal saya belanja di lazada udah puluhan juta",netral
160,bagus barang harga murah,positif
161,"banyak penjual nakal saya beli gamis seharga 174 yg Dateng baju bekas pada robek d retur dana kata lazadaga bisa d kmbalikan aplikasi buruk,shope aja KLO ga tokopedia",negatif
